Nama	Alamat	Email	website	Telp	Fax	Pengasuh
PPTQ AL-ASY'ARIYYAH (putra-putri-mahasiswa)	Jl.KH.Asy'ari No.9 Kalibeber Mojotengah Wonosobo 56251 Jawa Tengah	-	-	 	-	kh.Faqih Muntaha
PPTQ RAUDHATUSSHALIHIN (Putri)	Jl. Kopral Usman I/05 Wetan Pasar Besar Malang Jawa_Timur	-	-	 (0341) 334565  	-	KH. M. Chusaini
PPTQ Sunan Giri (Putra-Putri)	Jl. Wonosari Tegal Surabaya Utara Jawa_Timur	-	-	 	-	KH. Abdul Aziz Chasanan
PPTQA Al'Asy'ariyyah	Kalibeber, Mojotengah Wonosobo 57136 Jateng	-	-	 (0286)322048  	-	KH. Muntaha Alh
PTQ Mambaul Quran (Putra-Putri)	Magersari Wates Mbancang gg 2 Jawa_Timur	-	-	 0321 325418  	-	KH Abdul Hafidz Mushlih
Putri DDI Parepare (Putri)	Jl. Abu Bakar Lambogo Parepare Sulawesi_Selatan 	  DDI_Ujunglare@yahoo.co.id	-	 0421-21174 	 0421-21174 	K.H. ABd. Muiz Kabry
Qomaruddin	Sampuran Bungah Gresik Jatim	-	-	 	-	M Muslih Tohir
Qomarul Hidayah	Jl. Raya Trenggalek-Ponorogo 7km. Gondang Tugu Trenggalek Jatim 66352 Jatim	-	-	 (0355) 792631  	-	KH. Cholil Madjid, MA
Qoro abadan baabussalaam	Cikande-cilebar-karawang Luar_Negeri 	-	  babussalaam.wapamp.com	 	-	KH.AKA BASUNI HARIS
Quwwatul Huda (Putra-Putri)	Jl. Jayaningrat kp.Manungtung Rt O2/O1 Legok  Tangerang Banten	-	-	 O21542O5O39/08164846140 	 O 	
Rahmatan Lil'alamin	Jl. Raya Bogorejo No.15 Bancar - Tuban 62354 Jatim 	-	  http://www.geocities.com/lilalamin	 (0356)411719  	-	KH. Ahmad Rifa'i
Raudhatul Hasanah (Putra-Putri)	Kp. Bugel, RT. 04/01 Ds. Pangadegan, Kec. Pasar Kemis, Kab. Tangerang 11560 Banten 	  rois_affandi@yahoo.com	-	 (021) 9209596 - 081310369925  	-	Kyai Ahmad Thowil MT
Raudhatul Jannah (Putra)	Jl. Seneulop, Kec. Blang Bintang Kab. Aceh Besar DI_Aceh 	  raudhah_seneulop@yahoo.com	-	 	-	Tgk. Abdad
Raudhatun Najah (Tgk H. Ridwan Gapi) (Putra-Putri)	Sukarejo Pemkot Langsa DI_Aceh 	  tee_wildan@yahoo.com	-	 085277084002  	-	
raudhatyl-ulum.com (Putra-Putri)	Desa Sakatiga Inderalaya Ogan Ilir Sum-Sel Sumatera_Selatan 	-	  www.raudhatul-ulum.com	 	-	
Raudhotu Tholibin (Putra)	Desa Sirau-Kec.Kemranjen-Kab. Banyumas Jawa_Tengah	-	-	 	-	K.H. Muchosis Muqry
RAUDLATUL FALAH (Putra-Putri)	Dusun Mekarjaya RT 01/07 Desa cileles Kecamatan Jatinangor Kabupaten sumedang  Jawa Barat 45363 Jawa_Barat 	  GUSMUHYI@YAHOO.COM	-	 02291614035  	-	KH.A.FURQON
RAUDLATUL MUBTADIIN (Putra-Putri)	KP. RIMBO DESA LEUWIKUJANG KEC. LEUWIMUNDING KAB. MAJALENGKA Jawa_Barat	-	-	 02313383143  	-	K.H.AMINUDDIN AZIZ
RAUDLATUL MUBTADIIN (Putra-Putri)	Kp. Rimbo Desa Leuwikujang Kec. Leuwimunding Kab. Majalengka Jawa_Barat 	  pprm_rimbo@yahoo.co.id	-	 (0233) 511186  	-	K. Drs. Mahrom Ali & K. H. Aminuddin Aziz
Raudlatul Muta'allimin (Putra-Putri)	Gelang Sumberbaru Jember Jawa_Timur	-	-	 	-	KH. M. Shanhaji Hasan
Raudlatul Muta'allimin (Putra-Putri)	Kp. Cijambe RT.02/02,Desa Cibaregbeg, Kec. Cibeber, Kab. Cianjur Jawa_Barat	-	-	 02632336818  	-	KH. Ahmad Mayassar
Raudlatul Muta'allimin (putra)	JL.Sunan Kudus Gg Jagalan 62 Langgar Dalem Kota Kudus 59358 Jawa Tengah 	  pprm62@yahoo.com	-	 (0291)431023  	-	KH.M.Ma'ruf Irsyad
Raudlatul Muta'allimin Al Aziziyah I (putra-putri)	Jl. Raya Sebaneh Bancaran Bangkalan Po. Box. 10 Bangkalan 69112 Jawa Timur 	  el_aziziyah@yahoo.co.id	-	 03171213839  	-	KH. Muafa Abd. Aziz TB
Raudlatul Muta'allimin Sawahrejo (Putra-Putri)	Moropelang Babat Lamongan Jawa_Timur 	  pp_rm@yahoo.com	-	 0322-45454 	 0322-25255 	KH. Agus Imam Syairozi
Raudlatul Ulum	Dsn Tuwiri Ds Seduri Jl Hamengkubuwono Mojokerto Jatim	-	-	 	-	DR KH Ahmad Dimyati Rosyid (Ketua MUI Mojokerto)
Raudlatul Ulum (Putra-Putri)	Guyangan Trangkil Pati Jateng	-	-	 (0295) 71701 	 (0295) 71701 	Drs. KH. Humam Suyuthi, MHI
RAUDLATUL ULUM (Putra-Putri)	Besuk, Kejayan, Pasuruan 67172 Jawa_Timur 	  abdulloh_zaini@yahoo.com	-	 0343-424634  	-	KH. MUHAMMAD SUBADAR
Raudlatul Ulum (Putra-Putri)	Jl. K. Abdul Ghoni Sumurmunding, Tegalsari Barat, Ampelgading, Pemalang 52364 Jawa_Tengah 	  ppru@yahoo.com	-	 	-	Ky. Imam Jauhari Ya'qub
Raudlatul Ulum (Putra-Putri)	Besuk, Tanggulangin, Kejayan, Pasuruan Jawa_Timur 	  abdulloh_zaini@yahoo.com	-	 0343 413404  	-	KH Muhammad Subadar
Raudlatul Ulum (putra-putri)	Po. Box. 107 Kencong - Kepung - Kediri 64201 Jatim	-	-	 +62354395600  	-	KH. Jauhar Nehru Z & K. M. Nuril Anwar Z al-Mursyid
Raudlatul Ulum I	Ganjaran, Gondanglegi, Malang Jawa Timur 	-	  http://raudlatululum1.com/	 (0341) 879840 [pa]-878629 [pi]  	-	K.H. Mukhlis Yahya
Raudlatul Ulum II (putra-putri)	Putukrejo Gondanglegi Malang Jatim	-	-	 	-	K.H. M. Qosim Bukhori B.A.
Raudlatut Talibin	Jl. Mulyo No.4 Rembang Luar_Negeri	-	-	 029-5691483  	-	KH. Mustofa Bisri
RAUDLATUT THALABAH	JL. JEMBER SETAIL GENTENG-BWI Luar_Negeri	-	-	 	-	
RAUDLATUT THOLIBIN (PUTRA 100 ORANG PUTRI 50 ORANG)	BLOK WEGA DESA LENGKONG GARAWANGI KUNINGAN JAWA BARAT	-	-	 	-	KH HARUN ARROSYID KHOLIL
Raudlotut Tolabah (Putra-Putri)	Pondok Gebangsari Kuwarasan kebumen Jawa_Tengah 	-	  Http://www.Raudlotuttolabah.blogspot.com	 081327732222  	-	
RHAUDLOTUT THALIBIN (Putra-Putri)	SIRAU RT 02 RW 02 KEMRANJEN BANYUMAS Jawa_Tengah	-	-	 	-	K.H. MUKHOSSIS NUR
Ribatul Muta'allimin - Grogolan (Putra-Putri)	Jl. HOS Cokroaminoto No. 41 Pekalongan Jawa_Tengah 	  ribath_grpup@yahoo.com	-	 0285 423341 - 02857928841 	 0285 423341 	KH. Sa\'dulloh Nachrowi, Lc - KH. Hasan Rumuzi - KH. Najib Nachrowi
RIYAADL AL-MUTAFAKKIRIIN (Putra)	JL.Surotokunto No.39 Rawagabus Post  Karawang Jawa_Barat 	  santrinet_krw@yahoo.com	-	 +62267-405848  	-	K. Asep Jalaludin Bakrie M
Riyaadlul alfiyah (Putra)	Sadang sucinaraja Garut Jawa_Barat	-	-	 	-	K.H  Raden Syarif Hidayatulloh
RIYADHUL ALIYAH (putra-putri)	Jln. Raya Timur Singaparna No. 147 Borolong Cipakat Singaparna Tasikmalaya 46152 Jawa Barat	-	-	 	-	Ust. Aan Sukmana
RIYADHUN NASYIIN (Putra-Putri)	JL RAYA JIPUT, KP CARINGINLOR DS PEJAMBEN KEC CARITA PANDEGLANG Banten 	  tb_hanan@yahoo.co.id	-	 0253802138  	-	H TB FAHMAN ARAFAT
Riyadhus Sholihin	Jl. Melati V/10 Jember Jatim	-	-	 	-	HA Hamid Hasbullah
Riyadlotul Uqul (200-an)	Desa Nampudadi Kec. Petanahan  Kab. Kebumen Jawa Tengah	-	-	 	-	KH. Imam Jurjani Hasbullah
Riyadlul 'Ulum Wadda'wah (Putra-Putri)	Condong Setianegara Cibeureum Kota Tasikmalaya 46196 Jawa_Barat 	  abinabunga@yahoo.co.id	-	 (0265) 310919  	-	KH. Ma'mun & K.Diding Darul Falah
riyadlul jannah (Putra-Putri)	jl.indrustri,cikarang utara, bekasi Jawa_Barat 	  www.riyadlul jannah	-	 	-	KH.Abdul HAkm Makki
Riyadlus Sholihien (Putra-Putri)	Jl. Melati V/10 Jember Kidul Kaliwates Jember Jawa_Timur	-	-	 0331 487223 	 0331 487115 	KHM. Mushoddiq Fikri Farouq
RIYADLUS SHOLIHIN (Putra)	Kp. Jengkol, Rt 01/03, Desa Cikuya, Kecamatan Solear, Kabupaten Tangerang, Propinsi Banten Banten	-	-	 081316425098  	-	Ust. ADIH DULGANI
robbi rodliya (Mahasiswa)	banjardowo genuk semarang Jawa_Tengah 	  kamal_syg@gmail	  www.em-ha.net 	 0246583615  	-	muhammad ajib
Robithotul Ulum (Putra-Putri)	Tumapel Jatirejo Mojokerto Jawa Timur Jawa_Timur 	  gus_salim06@yahoo.com	-	 0321 491430  	-	KH Masrikhan Asy'ari
Roudlatul Qur'an (putra-putri)	Jl. Pratama Praja Mulyojati Metro Barat Kota Metro Lampung	-	-	 0725-7850439  	-	Drs. KH. Ali Qomaruddin
Roudhotut Tholibin	Jl. KH Fahdol 970 Probolinggo Jatim	-	-	 	-	Abdullah Tsabut
roudlatus syibyan (Putra-Putri)	Kp. Sukatani Ds. Mekartani Kec. Singajaya Kab. Garut Jawa barat Jawa_Barat	-	-	 081323084095  	-	Aj. Ukud
Roudlothut Tholibin/Nurul ali	sempu secang magelang jawa tengah	-	-	 	-	kh.Ismail Ali
roudlotul hamidiyyah (Putra-Putri)	komplek alfalah desa srikaton kec. kayen kab. pati Jawa_Tengah	-	-	 	-	kyai abd. hamid
Roudlotul Muhsinin (Putra-Putri)	Jl. KH. A. Dahlan 450 Al Maqbul Bululawang 65171 Malang Jatim Jawa_Timur 	  pprm_almaqbul@yahoo.co.id	-	 0341823541 	341823541	KH. SU'ADI MUHSIN
Roudlotul Muta'allimin al Aziziyah II (Putra-Putri)	Jln. Raya Sebaneh kel. Bancaran Kab. Bangkalan Madura Jawa_Timur	-	-	 	-	Kh. Abdulloh Khon Thobrony
Roudlotul Muta'allimin Al-Aziziyah I	Jl. Raya Sebaneh Kel. Bancaran Bangkalan Jatim	-	-	 	-	KH. Abdul Azis Thobroni
ROUDLOTUL MUTAALLIMIN (PUTRA_PUTRI)	JL.Wadung Asi Waru Sidoarjo JAWA TIMUR 	  AhmadNajih@Gmai.co.id	-	031-8678729 +6283856938821  	-	KH.MUHAMMAD ROIS
Roudlotul Ulum	Mojoduwur- Mojowarno- Jombang Jawa_Timur	-	-	 	-	K. M. Romli
Roudlotul ulum (Putra-Putri)	G.lawang-tegal randu-klakah-lumajang Jawa_Timur 	  www.Roudlotul Ulum@yahoo.co.id	  www.Roudlotul Ulum.com 	 085258505107  	-	ust.taufik
ROUDLOTUN NASYI'IN	BERATKULON,KEMLAGI,MOJOKERTO Jawa_Timur	-	-	 (0321)362237  	-	
ROUDLOTUN NASYIIN (RONAS) (Putra-Putri)	jl.pendidikan no 03 beratkulom kemlagi mojokerto Jawa_Timur 	  abdulazizmanshur@yahoo.com	  - 	 0321 362240-362239 	 - 	kh.zainal arifin arief
Roudlotussibyan (Putra-Putri)	Proto Kedungwuni Pekalongan Jawa_Tengah	-	-	 081391706747  	-	KH. Muslih Bajuri
Roudlotut Tholibien	Jetis Gentan Susukan Semarang Jateng	-	-	 0298-615136  	-	KH. Muh. Mubarok Toha
Roudlotut Tholibin (Putra-Putri)	Kota Rembang Jawa_Tengah	-	-	 	-	K.H. A. Mustofa Bisri
Roudlotut Tholibin Islamiyah (Putra-Putri)	Jalan Tambak Osowilangun 74 Surabaya Jawa_Timur	-	-	 031 7491086  	-	KH. KHOTIB HAMBARI
Roudlotut thullab (Putra-Putri)	sendangduwur kec. paciran kab. lamongan Jawa_Timur 	  khoirulanwaroke@gmail.com	-	 0322-661939 	 0322-661939 	H. Salim Azhar
Rudi Muliyawarman (putra|-|tahfiz|-|)	Banda buek, rt 04 rw 04 no.06. Kec.Lubuk Kilangan. Padang. Sumatera Barat. Indonesia. Sumatera Barat 	  rudi.muliyawaraman@ovi.com	-	 081363590504  	-	Ketua prof.dr.salmadanis, msc.
Saadatul kholili (Putra-Putri)	jl . Rembangan Darsono Arjasa Jember Jawa_Timur 	  sadatulkholili2YAHOO.CO.ID	  saadatulkholili.blogspot.com 	 0331 7196737  	-	KH. Khoirudin Abullah
Sabbihisma	Anak Air Batipuh Panjang Ujung Padang Sumatera_Barat	-	-	 	-	H. Zulkifli Imam Said
sabbilul muttaqin (putra-putri)	trimulyo guntur jateng 	  sadadardi@yahoo.co.id	-	 081390109449  	-	KH. KHAMBALI KHARIM
Sabiilur Rosyad	Gasek Pesantren, Karang Besuki Malang Jatim	-	-	 0341-564446  	-	Ust. H. Drs Marzuki
Sabilarrasyad	loa Bahu Bendang Kaltim 	  sofianrahman98@yahoo.co.id	  - 	 09125556626 	 - 	KH.Asmuni Marhanang
sabilith thohirin gotak (Putra-Putri)	klorogan geger madiun Jawa_Timur	-	-	 	-	
sabilul hasan (Putra-Putri)	jl.condong km 03 karangbong pajarakan probolinggo Jawa_Timur 	  sabilulhasan_zaha@yahoo.com	-	 0335846030  	-	KH.A.Juaini As'ad,S.Pd.I
Sabilul hasanah (700)	jln palembang betung km.16 kec.sembawa ds.purwosari sumatera selatan 	  sabilulhasanah@gmail.com	-	 	-	KH.M.MUDARRIS.SM
Salafiah Al-Munawir	Jl. Al-Munawir, Sendangguwo Semarang Jateng	-	-	 	-	Drs. K.H. A. Baidlowi Abdush Shomat
Salafiyah	Jl. KH Agus Salim V/27 Bandar Kidul Kediri Jatim	-	-	 	-	
Salafiyah	JL.K.H. Abd. Khamid VIII Pasuruan Jatim	-	-	 	-	K.H. Idris Hamid
Salafiyah	Jl. Kauman no. 5 Pemalang Jateng	-	-	 0284 21555  	-	KH. Sya'ban Zuhdi
SALAFIYAH (Putra-Putri)	Jl. KH Abdul Chamid VIII/14 Kebonsari Pasuruan Jawa_Timur 	  salafiyah.pasuruan@gmail.com	  www.salafiyah.org 	 0343 - 421474 	 0343 - 411772 	KH Idris Hamid
Salafiyah Al-Huda (Putra-Putri)	Tamansari Wonorejo Pasuruan Jawa_Timur 	  chum_fitria21@plasa.com	-	 0343-7716182/08563270039  	-	KH. Ali Wafa Mukhtar
SALAFIYAH AL-UTSMANI (Putra-Putri)	KARANMENGGAH WONOREJO PASURUAN Jawa_Timur	-	-	 0343-612 870  	-	KH. ZUHRI HAFIDZ
Salafiyah Nidzomiyah	Made Pacet Mojokerto Jatim	-	-	 	-	KHA Yunus Roihan
Salafiyah Safiiyah (Putra-Putri)	Sukorejo Asembagus Situbondo Jawa_Timur 	  info@salafiyah.com	  http://www.salafiyah.com 	 (338) 452666, 452671 	 (338) 452707 	KHR Fawaid Asï¿½ad
Salafiyah Syafi'iyah Nurul Huda	Jl. Kol. Sugiono 3B/103 Mergosono, Malang 65134 Jatim 	  ppssnh@telkom.net	  http://ppss-nurulhuda.tripod.com 	 0341-369187 	 0341-364811 	KH Achmad Masduqi Machfudh
Salafiyah Syafiiyah (Putri)	Seblak Kwaron Diwek Jombang Jawa_Timur	-	-	 	-	KH Umar Faruq NA
Santi Asromo	Desa Pasirayu, Kec. Sukahaji, Kab. Majalengka Jabar Jabar 	  santi_asromo@yahoo.com	-	 	-	K.H. Cholid Fadullah
Santri Mayak (4000)	jl Ir H Juanda VI/38 Mayak Tonatan Ponorogo Jwa Timur 	  info@darulhudamayak.com	  http://darulhudamayak.com/ 	 461093 	486964	KH Abdus Sami'
Sbiilul Hidayah (Putra-Putri)	Jl. Teluk Pelabuhan Ratu 39 Arjosari Malang Jawa_Timur 	  -	  - 	 0341- 	 - 	Ust. Shodiqin
SDIT BAITURRAHMAN (Putra-Putri)	JL PULAU SUMBAWA 7 PERUMNAS III ARENJAYA BEKASI TIMUR Jawa_Barat 	  Kasat_81@yahoo.com	-	 021-8815550 	 021-88340442 	Bp.H.A.Syarifudin
Shirotul Fuqohaï¿½ II	Jl. Proyek, Ngembul, Kalipare, Malang Jawa_Timur	-	-	 (0341) 311804  	-	K.H. Nur Shodiq Achrom
Shirotul Fuqohaï¿½'	Jl. Basuki Rahmat, Sepanjang, Gondanglegi, Malang Jawa_Timur	-	-	 (0341) 879574  	-	K.H. Mohammad Dahlan
SHUNNA'UL HAYAT (putra)	Jl.Pagesangan II/6 Jambangan Surabaya Jawa Timur	-	-	 081553550007  	-	KH.Moch Yahya Chozin
Sidogiri	Sidogiri Kraton Pasuruan PO Box 22 Pasuruan 67101 Luar_Negeri 	  pusat@sidogiri.com	  http://www.sidogiri.com 	 0343-426638, 420444 	 0343-428751 	KH. Nawawie Abd. Jalil
Sindangsari Al-jawami (putra-putri)	Jl. Al-Jawami Kp. Sindangsari RT.03 RW.21 Ds. Cileunyi Wetan Kec. Cileunyi Kab. Bandung Jawa Barat 	  sindangsarialjawami@gmail.com	-	 022-7802720  	-	KH. Imang Abdul Hamid
Siqoyaturrahmah (Putra-Putri)	Jl. Raya Selabintana km. 5 Sukabumi 43151 PO. BOX 209 Jawa_Barat	-	-	 (0266) 219823, 227529  	-	KH. Mahmud Mudrikah Hanafi
Siqoyyaturrahmah	Jl. Salabintana km.5, Sela jambu, Sukabumi, Ja-Bar Jabar	-	-	 	-	Pimpinan KH. Mahmud Mudrikah Hanafi
SIRNAMISKIN (Mahasiswa)	Jl.KHA.Wahid Hasyim (dh.Kopo) 433 Bandung Jawa_Barat 	  sirnamiskin@yahoo.co.id	-	 022-5420114  	-	KH.AMAR SHOLEH
Sirojul Huda (Putra)	Kauman Waturoyo-Margoyoso-Pati-Jawa Tengah Jawa_Tengah 	  masjaw_fatah@yahoo.com	-	 081-390420889  	-	KH. Ali Fatah
sirojan muniro	jl. salamun pondok ranggon DKI_Jakarta	-	-	 	-	
sirojul mukhlasin 2 (Putra-Putri)	jalan kalibening no. 64 payaman secang magelang Jawa_Tengah 	  sirojulmukhlasi2@yajri.or.id	  www.yajri.or.id 	 0293-365413 	 - 	KH. Minanurrohman anshori
Sirojuth Tholibin (Putra-Putri)	Brabo - Tanggung Harjo - Grobogan Jawa_Tengah	-	-	 	-	KH. Baidlowi Syamsuri, Lc
SMA Pesantren Terpadu Hayatan Thayyibah (Putra)	Jl. Karamat 123 Kotak Pos 170 Jawa_Barat 	-	  www.sma-hayatanthayyibah.sch.id	 0266-229851 	 0266-229849 	Ustadz Dzaki Salim
srahtarjuningrahyu (Putra-Putri)	jl.pakemitan Ciawi Tasikmalya Jawa_Barat 	  famuka_007@plasa.com	-	 (0265)453175 	 (0265)453175 	KH.Mabrur A'id SH
Subanul El Yaum (Putra-Putri)	Kp.Asem Mancak kab.Serang Banten	-	-	 	-	Ust. Sofiullah
Subulussalam	Jl Setyabudi, Ngesrep Barat Semarang Jateng	-	-	 	-	KH. Mauzun Damuri
SUBULUSSALAM (Putra-Putri)	Jl. KH. Astari No.1 RT.08/03 Kresek Tangerang Banten 	  subulussalam_tng@yahoo.com	-	 021 59380437 	 021 59380180 	KH. AHMAD MAIMUN ALIE, MA
Sukahideng	Desa Sukarapih, Kec Sukarame (dulu wilayah Singaparna) Tasikmalaya 46461 Jabar	-	-	 (0265) 546328  	-	KH. Shihabudin Muhsin
Sumatera Thawalib Parabek (putra-putri)	Parabek Bukittinggi Sumatera Barat Sumatera Barat 	  mst_parabek@yahoo.com	  thawalibparabek.tripod.com 	 0752 31079 - 0812 670 9865 	 0752 31079 	Syekh Khatib Muzakkir dan Buya Deswandi
Sumber Bunga	Desa Seletreng, Kecamatan Kapongan - Situbondo Jatim	-	-	 	-	KH. Ach. Sofyan Miftahul Arifin
sunan ampel	gumukmas kebonan Jawa_Timur	-	-	 0336324329  	-	idris sholeh
sunan ampel (Putra-Putri)	Jl. jaksa agung suprapto no.14 Jombang.jatim Jawa_Timur	-	-	 	-	k.h.taufiqurohman
Sunan Drajat	Banjarwati Paciran Lamongan Jatim	-	-	 	-	KH Abdul Ghofur
SUNAN DRAJAT (Putra-Putri)	BANJARANYAR PACIRAN LAMONGAN Jawa_Timur 	  -	  - 	 0322-665422 	 0322-665442 	DR. KH. ABD.GHOFUR
sunan kalijogo (Putra-Putri)	dsn. jatipandak, ds. Jatiduwur Kec. Kesamben Kab. Jombang Jawa_Timur 	  Guse_kalijogo@yahoo.co.id	-	 081330538521 / 081331026099  	-	Aminulloh Shiddiq
Sunan PandanAran (Putra-Putri)	Jln.Kali Urang km 12,5 sleman,yogyakarta DI_Yogyakarta 	-	  www.pandanaran.net	 0274 7496585  	-	KH.Mu'tasyim Billah SQ.Mpd.i
Sunniyah Salafiyah	JL.K.H. Wachid hasyim VII/25  Pasuruan Jatim	-	-	 	-	Habib Taufiq Assegaf
Syaikh Zainuddin Nahdlatul Wathan	Anjani - Suralaga - Lombok_Timur NTB	-	-	 (0376) 631645  	-	Ust. Raihanun Zainuddin Abdul Madjid
Syaikhona Muhammad Kholil I	Jl. KH Kholil I/6 Bangkalan Jatim	-	-	 031-3095509  	-	KHS Abdullah Schal
Syaikhona Muhammad Kholil II	Jl. KH Kholil 34 Bangkalan Jatim	-	-	 031-3095791  	-	KHM Cholil AG
syalafiyah al fattah (Putra-Putri)	singosari malang Jawa_Timur	-	-	 	-	kh. ja'far shodiq
Syaroful Millah (Putra-Putri)	Jl. KH. Thohir 36 Pedurungan Lor Pedurungan Semarang Jawa_Tengah	-	-	 (024)6713691  	-	Syarofuddin Husen
syawal (putra|-|)	kayukalek RT.02/01 kel.pd.sarai kec.koto tangah padang SUMBAR 	  syarin.fjr@gmail.com	-	 6281363220595  	-	
Syekh Muhammad Arsyad Al-Banjari (Putra-Putri)	Jalan Soekarno-Hatta KM 19,5 Kalimantan_Timur	-	-	 	-	Prof. Dr. KH. Syarwani Dzuhri
Syubban El-Yaum (Putra-Putri)	Kp. Asem Ds. Labuan Kec. Mancak Serang Banten Banten 	  syubbanel_yaum@yahoo.com	  www.syubbanel_yaum.blogspot.com 	 081927696749  	-	Ust. Shofiullah  Arifuddin, S.Pd.I
Tahfidhul Qur'an Salafiyah Syafi'iyyah	Proto Kedungwuni, Pekalongan Jateng	-	-	 0285 7943006 	 0285 7922818 	Drs.Abdul Basith.
Tahfidzul Quran Sabilurrosya	Jl. Raya Sukabumi Km.09 Cikaroya, Warung Kondang, Cianjur Jawa_Barat	-	-	 081563185578  	-	KH. Aceng Usman Soleh
Tahfizul Qur'an	Kecamatan Kebon Jeruk Pandeglang Banten 	  alannabi@hotpop.com	-	 (0253) 51167  	-	KH Ma'ani Rusydi
Tanfirul Ghoyyi	Jl. Sunan Giri 1 Groyok Sukorejo Lamongan Jatim	-	-	 	-	
Tarbiyatul Banin (Putra-Putri)	dukupuntang, kabupaten Cirebon Jawa_Barat 	  achmad_kholiq@yahoo.com	-	 0231-8344460 	 0231-8344460 	Ustd. Achmad Kholiq
Tarbiyatul huda (Solihudin)	Kp kedungmundu Rt 11 Rw 03 desa kutakarya kec kutawaluya kab karawang Jawa barat	-	-	 085691701761  	-	Ustad zezen m ijazi
Tarbiyatul Mubtadiin Al-Ittihad (Putra-Putri)	Semowo Kec.Pabelan Kab.Semarang Jawa_Tengah 	  ach_faz9@yahoo.co.id	  --- 	 0888 421 55 19 	 --- 	Ust.M.Nurul Yaqin-Ust.Qomarul Huda
Tarbiyatun Nasyiï¿½in	Paculgowang Jatirejo Diwek Jombang Jawa_Timur	-	-	 0321-866465  	-	Ujur Zainuddin
Tarbiyatun Nisaa (Putri)	Jl. Letko. ATang Senjaya Km. 2 Bantarsari Rancabungur Bogor Jawa_Barat 	  tasabogor@yahoo.co.id	-	 02517531735 	2517531733	Hj. Ule Zulaekha, E. Khaerul Yunus
TARBIYATUS SHOLIHIN (200)	Jl.Munjungan-Dongko, Km. 2 RT. 46 RW. 11 Ds. Masaran Kec. Munjungan KAb. Trenggalek 66365 Jawa Timur 	  center_ts@yahoo.co.id	  http://www.yts-center.blogspot.com 	 081259465256  	-	K. Sholihin Muthohir
Tarbiyatut Tholabah	Jl. KH Musthofa Kranji Paciran Lamongan 62264 Jatim 	  pptabah@plasa.com	-	 0322-661604  	-	KH Baqir Adelan
tarbiyatut tholabah (Putra-Putri)	jl. KH. Musthofa Desa Kranji Paciran Lamongan Jawa Timur Jawa_Timur 	-	  pesantrenkranji.net	 0322 661958 	 - 	KH. Nasrullah Baqir
TARBIYATUT THOLABAH (Putra-Putri)	JL.KH.MUSTHOFA KRANJI PACIRAN LAMONGAN Jawa_Timur 	-	  WWW.PESANTRENKRANJI.NET	 (0322)666055 	 (0322)666055 	KH.NASHRULLOH BAQIR
Tarbiyatuth Tholabah (Putra-Putri)	Jl KH. Musthofa 01 Kranji Paciran Lamongan Jawa_Timur	-	-	 	-	Gus Nasrullah Baqir
Taswiquththullab Salafiah	Jl. Langgar Dalem, Kudus Jateng	-	-	 	-	KH. Ma'mun (alm)
Taufiqul Hidayah (putra)	Jl. Terusan Kopo KM 13,5 Kp. Leuweungkaleng Rt 04/04 Desa/ Kec. Katapang Kab. Bandung Jawa_Barat 	  dudi_design@yahoo.co.id	  www.taufiqulhidayah.webs.com 	 022-5891499 	 022-5898876 	KH. Munawar Ilyas
TAUHIDUL AFKAR (putra-putri)	Jl. Mariwati Cibadak Girang RT. 01/02 Sukanagalih Pacet Cianjur 43253 Jawa Barat 	  duridonawe@yahoo.co.id	-	 0263-519708  	-	KH. Adang Rosyidin
Tebuireng	Jl. irian barat Cukir diwek jombang Jawa_Timur	-	-	 	-	KH Solahuddin Wahid
THoriqul Huda (121)	Komplek Ciherang Blok Bojong Desa Cidulang,Cikijing,Majalengka Jawa Barat 	  myusupkomarudin@yahoo.com	-	 085324032099  	-	M Yusup Komarudin
Thullabur Riyadl (putra-putri)	jl.cagak agung-cerme - gresik jatim	-	-	 	-	k.abdul basith adnan
TPQ At TAQWA (Putra-Putri)	Perum Griya wonorejo lumajang Jawa_Timur 	  tpqattaqwalumajang@yahoo.com	-	 0334886544  	-	H Suhari A Per Pen MM
TPQ Hidayatus Sholichin (Putra-Putri)	Masjid Al-Ikhlas Gondangsari Pakis Magelang 56193 Jawa_Tengah	-	-	 	-	Bp. Usman
TUHFATUL ATHFAL (Putra-Putri)	Kp. Pasanggrahan, Rt 05/01, Desa Solear, Kecamatan Solear, Kabupaten Tangerang Banten	-	-	 081319586667  	-	Ust. AGUS SETIA GRAHA, S.Pd.I
Turus	Jl. Raya Rangkasbitung, Km 2,5 Pandeglang, Banten Banten 	  ponpes_turus@yahoo.com	-	 0253 - 203804; 203805; 203805  	-	KH. Tb. Moch. Hasjim, H. Tb. Dadang Dahlani Idrus (Pembina Santri)
Ulil Albab	Jl. Panggunglombok Candipuro Lumajang Jatim	-	-	 	-	KH Abdul 'Aziez Marwi
Ulil Albab	Brumbungan Lor - Gending Probolinggo 67282 Jatim	-	-	 	-	KH.M. Ramly Syahir, Lc, MSi.
ULUL ALBAB BANDUNG (Putra-Putri)	Jl.Wiradisastra No.7 Sadakeling Bandung -40262 Jawa_Barat 	  ponpes_ululalbab@yahoo.com	-	 022-7308659  	-	Buya K.H Asep Sudrajat M.M
Ulumuddin	Jl. Sekar kemuning no.517 Kota Cirebon Jawa_Barat	-	-	 (0231) 202372  	-	Ir. Iwan Ridwan, MM.
